===============================================================================
Id,oracle,len,datetime,open,high,low,close,volume,openinterest,adjclose,TestStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
229,oracle,229,2000-11-27 23:59:59.999989,22.63,22.96,20.35,20.57,51338613.0,0.0,20.569464,TestStrategy,229,730451.9999999999,Broker,229,9978.699999999999,9999.269999999999,BuySell,229,,,Trades - Net Profit/Loss,229,,
230,oracle,230,2000-11-28 23:59:59.999989,20.9,21.18,19.79,20.15,48426957.0,0.0,20.152466,TestStrategy,230,730452.9999999999,Broker,230,9978.699999999999,9998.849999999999,BuySell,230,,,Trades - Net Profit/Loss,230,,
231,oracle,231,2000-11-29 23:59:59.999989,20.63,21.01,19.4,20.35,84778459.0,0.0,20.347086,TestStrategy,231,730453.9999999999,Broker,231,9978.699999999999,9999.05,BuySell,231,,,Trades - Net Profit/Loss,231,,
232,oracle,232,2000-11-30 23:59:59.999989,19.35,24.57,19.12,23.57,94870311.0,0.0,23.571487,TestStrategy,232,730454.9999999999,Broker,232,9978.699999999999,10002.269999999999,BuySell,232,,,Trades - Net Profit/Loss,232,,
233,oracle,233,2000-12-01 23:59:59.999989,23.46,24.79,22.68,23.52,54709417.0,0.0,23.515902,TestStrategy,233,730455.9999999999,Broker,233,9978.699999999999,10002.22,BuySell,233,,,Trades - Net Profit/Loss,233,,
234,oracle,234,2000-12-04 23:59:59.999989,23.35,25.68,23.29,25.07,45768244.0,0.0,25.072502,TestStrategy,234,730458.9999999999,Broker,234,9978.699999999999,10003.769999999999,BuySell,234,,,Trades - Net Profit/Loss,234,,
235,oracle,235,2000-12-05 23:59:59.999989,26.18,28.02,25.68,28.02,67178596.0,0.0,28.01894,TestStrategy,235,730459.9999999999,Broker,235,9978.699999999999,10006.72,BuySell,235,,,Trades - Net Profit/Loss,235,,
236,oracle,236,2000-12-06 23:59:59.999989,27.74,28.13,26.07,26.85,47359265.0,0.0,26.851484,TestStrategy,236,730460.9999999999,Broker,236,9978.699999999999,10005.55,BuySell,236,,,Trades - Net Profit/Loss,236,,
237,oracle,237,2000-12-07 23:59:59.999989,26.35,26.63,25.02,25.18,46193090.0,0.0,25.183691,TestStrategy,237,730461.9999999999,Broker,237,9978.699999999999,10003.88,BuySell,237,,,Trades - Net Profit/Loss,237,,
238,oracle,238,2000-12-08 23:59:59.999989,26.74,27.24,26.02,26.74,45028714.0,0.0,26.740299,TestStrategy,238,730462.9999999999,Broker,238,9978.699999999999,10005.439999999999,BuySell,238,,,Trades - Net Profit/Loss,238,,
239,oracle,239,2000-12-11 23:59:59.999989,27.13,28.69,26.68,28.41,56526418.0,0.0,28.408096,TestStrategy,239,730465.9999999999,Broker,239,9978.699999999999,10007.109999999999,BuySell,239,,,Trades - Net Profit/Loss,239,,
240,oracle,240,2000-12-12 23:59:59.999989,28.35,28.91,27.05,27.35,29771210.0,0.0,27.351824,TestStrategy,240,730466.9999999999,Broker,240,9978.699999999999,10006.05,BuySell,240,,,Trades - Net Profit/Loss,240,,
241,oracle,241,2000-12-13 23:59:59.999989,28.41,28.46,25.13,25.24,42646453.0,0.0,25.239283,TestStrategy,241,730467.9999999999,Broker,241,9978.699999999999,10003.939999999999,BuySell,241,,,Trades - Net Profit/Loss,241,,
242,oracle,242,2000-12-14 23:59:59.999989,26.02,26.63,24.24,24.46,51596300.0,0.0,24.460979,TestStrategy,242,730468.9999999999,Broker,242,9978.699999999999,10003.159999999998,BuySell,242,,,Trades - Net Profit/Loss,242,,
243,oracle,243,2000-12-15 23:59:59.999989,26.18,26.75,25.07,25.41,134913228.0,0.0,25.406065,TestStrategy,243,730469.9999999999,Broker,243,9978.699999999999,10004.109999999999,BuySell,243,,,Trades - Net Profit/Loss,243,,
244,oracle,244,2000-12-18 23:59:59.999989,26.68,28.85,26.63,28.46,69298225.0,0.0,28.46369,TestStrategy,244,730472.9999999999,Broker,244,9978.699999999999,10007.159999999998,BuySell,244,,,Trades - Net Profit/Loss,244,,
245,oracle,245,2000-12-19 23:59:59.999989,28.3,29.46,26.8,27.24,65940811.0,0.0,27.240635,TestStrategy,245,730473.9999999999,Broker,245,9978.699999999999,10005.939999999999,BuySell,245,,,Trades - Net Profit/Loss,245,,
246,oracle,246,2000-12-20 23:59:59.999989,24.96,26.52,24.46,25.35,61204159.0,0.0,25.350471,TestStrategy,246,730474.9999999999,Broker,246,9978.699999999999,10004.05,BuySell,246,,,Trades - Net Profit/Loss,246,,
247,oracle,247,2000-12-21 23:59:59.999989,24.74,26.91,24.29,26.24,52524133.0,0.0,26.23996,TestStrategy,247,730475.9999999999,Broker,247,9978.699999999999,10004.939999999999,BuySell,247,,,Trades - Net Profit/Loss,247,,
248,oracle,248,2000-12-22 23:59:59.999989,27.02,28.45,26.68,28.35,39987173.0,0.0,28.352501,TestStrategy,248,730476.9999999999,Broker,248,9978.699999999999,10007.05,BuySell,248,,,Trades - Net Profit/Loss,248,,
249,oracle,249,2000-12-26 23:59:59.999989,28.02,28.63,26.68,27.52,23147532.0,0.0,27.518599,TestStrategy,249,730480.9999999999,Broker,249,9978.699999999999,10006.22,BuySell,249,,,Trades - Net Profit/Loss,249,,
250,oracle,250,2000-12-27 23:59:59.999989,27.02,27.63,26.13,27.3,29722082.0,0.0,27.29623,TestStrategy,250,730481.9999999999,Broker,250,9978.699999999999,10005.999999999998,BuySell,250,,,Trades - Net Profit/Loss,250,,
251,oracle,251,2000-12-28 23:59:59.999989,27.19,28.13,27.02,27.63,28166250.0,0.0,27.629786,TestStrategy,251,730482.9999999999,Broker,251,9978.699999999999,10006.329999999998,BuySell,251,,,Trades - Net Profit/Loss,251,,
252,oracle,252,2000-12-29 23:59:59.999989,27.46,27.85,25.52,25.85,35640862.0,0.0,25.850811,TestStrategy,252,730483.9999999999,Broker,252,9978.699999999999,10004.55,BuySell,252,,,Trades - Net Profit/Loss,252,,
253,oracle,253,2001-01-02 23:59:59.999989,26.3,26.46,22.79,23.46,52030927.0,0.0,23.460304,TestStrategy,253,730487.9999999999,Broker,253,9978.699999999999,10002.159999999998,BuySell,253,,,Trades - Net Profit/Loss,253,,
254,oracle,254,2001-01-03 23:59:59.999989,22.46,28.57,22.46,28.46,85880193.0,0.0,28.46369,TestStrategy,254,730488.9999999999,Broker,254,9978.699999999999,10007.159999999998,BuySell,254,,,Trades - Net Profit/Loss,254,,
255,oracle,255,2001-01-04 23:59:59.999989,28.07,29.58,27.57,28.96,64738671.0,0.0,28.964018,TestStrategy,255,730489.9999999999,Broker,255,9978.699999999999,10007.659999999998,BuySell,255,,,Trades - Net Profit/Loss,255,,
256,oracle,256,2001-01-05 23:59:59.999989,28.91,28.96,26.35,26.8,43187883.0,0.0,26.795893,TestStrategy,256,730490.9999999999,Broker,256,9978.699999999999,10005.499999999998,BuySell,256,,,Trades - Net Profit/Loss,256,,
257,oracle,257,2001-01-08 23:59:59.999989,26.74,26.91,24.52,26.63,45694262.0,0.0,26.629114,TestStrategy,257,730493.9999999999,Broker,257,9978.699999999999,10005.329999999998,BuySell,257,,,Trades - Net Profit/Loss,257,,
258,oracle,258,2001-01-09 23:59:59.999989,27.24,28.46,26.91,28.02,50386842.0,0.0,28.01894,TestStrategy,258,730494.9999999999,Broker,258,9978.699999999999,10006.72,BuySell,258,,,Trades - Net Profit/Loss,258,,
259,oracle,259,2001-01-10 23:59:59.999989,27.13,29.69,26.91,29.13,72656665.0,0.0,29.130808,TestStrategy,259,730495.9999999999,Broker,259,9978.699999999999,10007.829999999998,BuySell,259,,,Trades - Net Profit/Loss,259,,
260,oracle,260,2001-01-11 23:59:59.999989,28.74,30.33,28.69,29.63,57231206.0,0.0,29.631144,TestStrategy,260,730496.9999999999,Broker,260,9978.699999999999,10008.329999999998,BuySell,260,,,Trades - Net Profit/Loss,260,,
261,oracle,261,2001-01-12 23:59:59.999989,29.41,30.24,28.46,28.74,45232770.0,0.0,28.741648,TestStrategy,261,730497.9999999999,Broker,261,9978.699999999999,10007.439999999999,BuySell,261,,,Trades - Net Profit/Loss,261,,
262,oracle,262,2001-01-16 23:59:59.999989,29.41,29.69,27.63,28.3,35074803.0,0.0,28.296913,TestStrategy,262,730501.9999999999,Broker,262,9978.699999999999,10006.999999999998,BuySell,262,,,Trades - Net Profit/Loss,262,,
263,oracle,263,2001-01-17 23:59:59.999989,29.63,30.3,29.13,29.58,59061927.0,0.0,29.575546,TestStrategy,263,730502.9999999999,Broker,263,9978.699999999999,10008.279999999999,BuySell,263,,,Trades - Net Profit/Loss,263,,
264,oracle,264,2001-01-18 23:59:59.999989,29.9,30.24,29.19,30.08,37942182.0,0.0,30.075888,TestStrategy,264,730503.9999999999,Broker,264,9978.699999999999,10008.779999999999,BuySell,264,,,Trades - Net Profit/Loss,264,,
265,oracle,265,2001-01-19 23:59:59.999989,30.35,31.13,29.91,30.74,56467274.0,0.0,30.743013,TestStrategy,265,730504.9999999999,Broker,265,9978.699999999999,10009.439999999999,BuySell,265,,,Trades - Net Profit/Loss,265,,
266,oracle,266,2001-01-22 23:59:59.999989,29.91,29.91,27.87,28.3,64716157.0,0.0,28.296913,TestStrategy,266,730507.9999999999,Broker,266,9978.699999999999,10006.999999999998,BuySell,266,,,Trades - Net Profit/Loss,266,,
267,oracle,267,2001-01-23 23:59:59.999989,28.41,28.85,27.85,28.0,47831554.0,0.0,28.004978,TestStrategy,267,730508.9999999999,Broker,267,9978.699999999999,10006.699999999999,BuySell,267,,,Trades - Net Profit/Loss,267,,
268,oracle,268,2001-01-24 23:59:59.999989,28.46,28.48,26.68,26.74,73745726.0,0.0,26.740299,TestStrategy,268,730509.9999999999,Broker,268,9978.699999999999,10005.439999999999,BuySell,268,,,Trades - Net Profit/Loss,268,,
269,oracle,269,2001-01-25 23:59:59.999989,27.19,27.35,26.24,26.63,68573546.0,0.0,26.629114,TestStrategy,269,730510.9999999999,Broker,269,9978.699999999999,10005.329999999998,BuySell,269,,,Trades - Net Profit/Loss,269,,
270,oracle,270,2001-01-26 23:59:59.999989,26.35,27.13,25.57,27.02,52320865.0,0.0,27.018267,TestStrategy,270,730511.9999999999,Broker,270,9978.699999999999,10005.72,BuySell,270,,,Trades - Net Profit/Loss,270,,
271,oracle,271,2001-01-29 23:59:59.999989,26.85,27.69,26.52,27.07,37546229.0,0.0,27.073856,TestStrategy,271,730514.9999999999,Broker,271,9978.699999999999,10005.769999999999,BuySell,271,,,Trades - Net Profit/Loss,271,,
272,oracle,272,2001-01-30 23:59:59.999989,27.35,28.02,26.8,26.96,48104294.0,0.0,26.962673,TestStrategy,272,730515.9999999999,Broker,272,9978.699999999999,10005.659999999998,BuySell,272,,,Trades - Net Profit/Loss,272,,
273,oracle,273,2001-01-31 23:59:59.999989,27.19,27.41,25.85,25.91,51877358.0,0.0,25.906401,TestStrategy,273,730516.9999999999,Broker,273,9978.699999999999,10004.609999999999,BuySell,273,,,Trades - Net Profit/Loss,273,,
274,oracle,274,2001-02-01 23:59:59.999989,26.02,27.3,25.91,26.74,43158654.0,0.0,26.740299,TestStrategy,274,730517.9999999999,Broker,274,9978.699999999999,10005.439999999999,BuySell,274,,,Trades - Net Profit/Loss,274,,
275,oracle,275,2001-02-02 23:59:59.999989,26.63,26.74,24.63,24.68,43457927.0,0.0,24.683353,TestStrategy,275,730518.9999999999,Broker,275,9978.699999999999,10003.38,BuySell,275,,,Trades - Net Profit/Loss,275,,
276,oracle,276,2001-02-05 23:59:59.999989,24.46,25.35,23.57,24.46,40397412.0,0.0,24.460979,TestStrategy,276,730521.9999999999,Broker,276,9978.699999999999,10003.159999999998,BuySell,276,,,Trades - Net Profit/Loss,276,,
277,oracle,277,2001-02-06 23:59:59.999989,24.35,25.35,24.18,24.57,32317726.0,0.0,24.572166,TestStrategy,277,730522.9999999999,Broker,277,9978.699999999999,10003.269999999999,BuySell,277,,,Trades - Net Profit/Loss,277,,
278,oracle,278,2001-02-07 23:59:59.999989,24.13,25.24,23.57,24.63,48178600.0,0.0,24.627764,TestStrategy,278,730523.9999999999,Broker,278,9978.699999999999,10003.329999999998,BuySell,278,,,Trades - Net Profit/Loss,278,,
279,oracle,279,2001-02-08 23:59:59.999989,25.29,25.68,23.74,24.13,46965109.0,0.0,24.127419,TestStrategy,279,730524.9999999999,Broker,279,9978.699999999999,10002.829999999998,BuySell,279,,,Trades - Net Profit/Loss,279,,
280,oracle,280,2001-02-09 23:59:59.999989,22.46,22.85,20.68,20.96,103008446.0,0.0,20.958612,TestStrategy,280,730525.9999999999,Broker,280,9978.699999999999,9999.659999999998,BuySell,280,,,Trades - Net Profit/Loss,280,,
281,oracle,281,2001-02-12 23:59:59.999989,21.01,21.35,20.01,20.46,58349608.0,0.0,20.458273,TestStrategy,281,730528.9999999999,Broker,281,9978.699999999999,9999.159999999998,BuySell,281,,,Trades - Net Profit/Loss,281,,
282,oracle,282,2001-02-13 23:59:59.999989,21.07,21.68,20.01,20.07,50039569.0,0.0,20.06912,TestStrategy,282,730529.9999999999,Broker,282,9978.699999999999,9998.769999999999,BuySell,282,,,Trades - Net Profit/Loss,282,,
283,oracle,283,2001-02-14 23:59:59.999989,20.68,22.29,20.18,22.24,46371951.0,0.0,22.237257,TestStrategy,283,730530.9999999999,Broker,283,9978.699999999999,10000.939999999999,BuySell,283,,,Trades - Net Profit/Loss,283,,
284,oracle,284,2001-02-15 23:59:59.999989,22.74,23.68,22.4,22.68,51810242.0,0.0,22.681999,TestStrategy,284,730531.9999999999,Broker,284,9978.699999999999,10001.38,BuySell,284,,,Trades - Net Profit/Loss,284,,
285,oracle,285,2001-02-16 23:59:59.999989,21.35,21.85,20.63,21.35,45680332.0,0.0,21.347761,TestStrategy,285,730532.9999999999,Broker,285,9978.699999999999,10000.05,BuySell,285,,,Trades - Net Profit/Loss,285,,
286,oracle,286,2001-02-20 23:59:59.999989,21.68,21.9,20.46,20.57,44827019.0,0.0,20.569464,TestStrategy,286,730536.9999999999,Broker,286,9978.699999999999,9999.269999999999,BuySell,286,,,Trades - Net Profit/Loss,286,,
287,oracle,287,2001-02-21 23:59:59.999989,20.29,21.57,19.62,20.46,64747093.0,0.0,20.458273,TestStrategy,287,730537.9999999999,Broker,287,9978.699999999999,9999.159999999998,BuySell,287,,,Trades - Net Profit/Loss,287,,
288,oracle,288,2001-02-22 23:59:59.999989,20.92,21.51,19.96,20.79,60791668.0,0.0,20.791836,TestStrategy,288,730538.9999999999,Broker,288,9978.699999999999,9999.49,BuySell,288,,,Trades - Net Profit/Loss,288,,
289,oracle,289,2001-02-23 23:59:59.999989,20.35,20.63,18.29,19.57,81910987.0,0.0,19.568779,TestStrategy,289,730539.9999999999,Broker,289,9978.699999999999,9998.269999999999,BuySell,289,,,Trades - Net Profit/Loss,289,,
290,oracle,290,2001-02-26 23:59:59.999989,19.9,20.68,19.18,20.63,50419210.0,0.0,20.625057,TestStrategy,290,730542.9999999999,Broker,290,9978.699999999999,9999.329999999998,BuySell,290,,,Trades - Net Profit/Loss,290,,
291,oracle,291,2001-02-27 23:59:59.999989,19.96,20.18,19.18,19.29,46751044.0,0.0,19.290821,TestStrategy,291,730543.9999999999,Broker,291,9978.699999999999,9997.99,BuySell,291,,,Trades - Net Profit/Loss,291,,
===============================================================================
Cerebro:
  -----------------------------------------------------------------------------
  - Datas:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data0:
      - Name: oracle
      - Timeframe: Days
      - Compression: 1
  -----------------------------------------------------------------------------
  - Strategies:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - TestStrategy:
      *************************************************************************
      - Params:
        - buydate: 3
        - holdtime: 4
        - today: 7
      *************************************************************************
      - Indicators:
      *************************************************************************
      - Observers:
        .......................................................................
        - Broker:
          - Lines: cash, value
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
        .......................................................................
        - BuySell:
          - Lines: buy, sell
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - barplot: True
            - bardist: 0.015
        .......................................................................
        - Trades:
          - Lines: pnlplus, pnlminus
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - pnlcomm: True
      *************************************************************************
      - Analyzers:
        .......................................................................
        - Value:
          - Begin: 10000.0
          - End: 9997.99
