===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,cruceSMA_,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
              - 2020-06-18 00:00:00: 0.7588565501323152
              - 2020-06-19 00:00:00: 0.7578062550026108
              - 2020-06-22 00:00:00: 0.7625148886997355
              - 2020-06-23 00:00:00: 0.7663182273338227
              - 2020-06-24 00:00:00: 0.7631138499151894
              - 2020-06-25 00:00:00: 0.7654896195025649
              - 2020-06-26 00:00:00: 0.7598410174484616
              - 2020-06-29 00:00:00: 0.7639742542607
              - 2020-06-30 00:00:00: 0.7654699321123613
              - 2020-07-01 00:00:00: 0.765129875106093
              - 2020-07-02 00:00:00: 0.765129875106093
              - 2020-07-06 00:00:00: 0.7698406364286955
              - 2020-07-07 00:00:00: 0.769289536834672
              - 2020-07-08 00:00:00: 0.7733503820205083
              - 2020-07-09 00:00:00: 0.7741016425695729
              - 2020-07-10 00:00:00: 0.7744071184894522
              - 2020-07-13 00:00:00: 0.7735983011831805
              - 2020-07-14 00:00:00: 0.7764600219726563
              - 2020-07-15 00:00:00: 0.7776473773775171
              - 2020-07-16 00:00:00: 0.7754991517650374
              - 2020-07-17 00:00:00: 0.7751468736763902
              - 2020-07-20 00:00:00: 0.7787609005053825
              - 2020-07-21 00:00:00: 0.7763571413436466
              - 2020-07-22 00:00:00: 0.7768438440231584
              - 2020-07-23 00:00:00: 0.7686639958074412
              - 2020-07-24 00:00:00: 0.7682226457487644
              - 2020-07-27 00:00:00: 0.7723671743192652
              - 2020-07-28 00:00:00: 0.7694418307374171
              - 2020-07-29 00:00:00: 0.7727928959856354
              - 2020-07-30 00:00:00: 0.7748978122400362
              - 2020-07-31 00:00:00: 0.7917885480486566
              - 2020-08-03 00:00:00: 0.7958613543680486
              - 2020-08-04 00:00:00: 0.7969405909908192
              - 2020-08-05 00:00:00: 0.7975254678487672
              - 2020-08-06 00:00:00: 0.803006813663601
              - 2020-08-07 00:00:00: 0.799054351212871
              - 2020-08-10 00:00:00: 0.8013613590876791
              - 2020-08-11 00:00:00: 0.796511749687293
              - 2020-08-12 00:00:00: 0.8017594766008805
              - 2020-08-13 00:00:00: 0.8045329926183763
              - 2020-08-14 00:00:00: 0.8043927367736019
              - 2020-08-17 00:00:00: 0.8039810722502883
              - 2020-08-18 00:00:00: 0.8052855455334853
              - 2020-08-19 00:00:00: 0.8054820853417257
              - 2020-08-20 00:00:00: 0.8088977209520262
              - 2020-08-21 00:00:00: 0.816544950326349
              - 2020-08-24 00:00:00: 0.8183192582244057
              - 2020-08-25 00:00:00: 0.8170913426351513
              - 2020-08-26 00:00:00: 0.8191014280523852
              - 2020-08-27 00:00:00: 0.8173125815862995
              - 2020-08-28 00:00:00: 0.8170703944129757
              - 2020-08-31 00:00:00: 0.8220024592718637
              - 2020-09-01 00:00:00: 0.8276457679275665
              - 2020-09-02 00:00:00: 0.8246387573598877
              - 2020-09-03 00:00:00: 0.8122427839553887
              - 2020-09-04 00:00:00: 0.8123436615192089
              - 2020-09-08 00:00:00: 0.8014918898199688
              - 2020-09-09 00:00:00: 0.8076413538218744
              - 2020-09-10 00:00:00: 0.8024322682685793
              - 2020-09-11 00:00:00: 0.8003287221406541
              - 2020-09-14 00:00:00: 0.8050103963994997
              - 2020-09-15 00:00:00: 0.8052550129109356
              - 2020-09-16 00:00:00: -0.7665828649040827
              - 2020-09-17 00:00:00: -0.7452257705514171
              - 2020-09-18 00:00:00: -0.7049236516931957
              - 2020-09-21 00:00:00: -0.7421665643824494
              - 2020-09-22 00:00:00: -0.7627265560687936
              - 2020-09-23 00:00:00: -0.7080792681389285
              - 2020-09-24 00:00:00: -0.7205899438452797
              - 2020-09-25 00:00:00: -0.7683963441144632
              - 2020-09-28 00:00:00: -0.8014360818530808
              - 2020-09-29 00:00:00: -0.7905759397576432
              - 2020-09-30 00:00:00: -0.8121744997360872
              - 2020-10-01 00:00:00: -0.8247153210253044
              - 2020-10-02 00:00:00: -0.7773974924714949
              - 2020-10-05 00:00:00: -0.8209862175995036
              - 2020-10-06 00:00:00: -0.7791108210361541
              - 2020-10-07 00:00:00: -0.8029444093968524
              - 2020-10-08 00:00:00: -0.8015617033736995
              - 2020-10-09 00:00:00: -0.8270376253631693
              - 2020-10-12 00:00:00: -0.9283408836359148
              - 2020-10-13 00:00:00: 0.4620461697469805
              - 2020-10-14 00:00:00: 0.4622308407814145
              - 2020-10-15 00:00:00: 0.46124449743748214
              - 2020-10-16 00:00:00: 0.45774278383112454
              - 2020-10-19 00:00:00: 0.4513279257341334
              - 2020-10-20 00:00:00: 0.4545753195503201
              - 2020-10-21 00:00:00: 0.45322162116358633
              - 2020-10-22 00:00:00: 0.4508364014197873
              - 2020-10-23 00:00:00: 0.44931354078196917
